date,state,total_enrollments,male_enrollments,female_enrollments,child_enrollments,adult_enrollments,senior_enrollments,center_type
2023-03-25,Uttar Pradesh,436,212,223,109,239,87,Permanent
2023-03-25,Uttarakhand,553,273,280,138,304,110,Permanent
2023-03-25,West Bengal,358,179,179,89,197,71,Permanent
2023-03-25,Delhi,331,163,168,82,182,66,Permanent
2023-03-25,Jammu and Kashmir,532,274,258,133,293,106,Permanent
2023-03-26,Andhra Pradesh,320,154,166,80,176,64,Permanent
2023-03-26,Arunachal Pradesh,459,230,228,114,252,91,Permanent
2023-03-26,Assam,343,168,175,85,189,68,Temporary
2023-03-26,Bihar,465,228,237,116,255,93,Permanent
2023-03-26,Chhattisgarh,305,154,151,76,167,61,Permanent
2023-03-26,Goa,554,284,269,138,304,110,Permanent
2023-03-26,Gujarat,160,80,79,40,88,32,Temporary
2023-03-26,Haryana,597,288,308,149,328,119,Permanent
2023-03-26,Himachal Pradesh,476,234,241,119,261,95,Permanent
2023-03-26,Jharkhand,237,114,122,59,130,47,Permanent
2023-03-26,Karnataka,270,131,138,67,148,54,Permanent
2023-03-26,Kerala,327,170,157,81,180,65,Permanent
2023-03-26,Madhya Pradesh,313,154,158,78,172,62,Permanent
2023-03-26,Maharashtra,522,253,268,130,287,104,Permanent
2023-03-26,Manipur,165,85,79,41,91,33,Temporary
2023-03-26,Meghalaya,531,273,258,132,292,106,Permanent
2023-03-26,Mizoram,564,288,275,141,310,112,Permanent
2023-03-26,Nagaland,289,143,146,72,159,57,Temporary
2023-03-26,Odisha,312,155,156,78,171,62,Permanent
2023-03-26,Punjab,522,255,266,130,287,104,Temporary
2023-03-26,Rajasthan,327,159,167,81,180,65,Temporary
2023-03-26,Sikkim,445,221,224,111,245,89,Temporary
2023-03-26,Tamil Nadu,151,77,74,37,83,30,Permanent
2023-03-26,Telangana,413,202,210,103,227,82,Permanent
2023-03-26,Tripura,222,109,112,55,122,44,Permanent
2023-03-26,Uttar Pradesh,150,74,75,37,82,30,Temporary
2023-03-26,Uttarakhand,430,223,206,107,236,86,Permanent
2023-03-26,West Bengal,440,226,214,110,242,88,Permanent
2023-03-26,Delhi,267,132,134,66,147,53,Temporary
2023-03-26,Jammu and Kashmir,189,92,96,47,104,37,Permanent
2023-03-27,Andhra Pradesh,338,174,163,84,185,67,Permanent
2023-03-27,Arunachal Pradesh,828,414,414,207,455,165,Temporary
2023-03-27,Assam,836,419,416,209,460,167,Permanent
2023-03-27,Bihar,913,453,460,228,502,182,Permanent
2023-03-27,Chhattisgarh,365,188,177,91,201,73,Temporary
2023-03-27,Goa,464,239,224,116,255,92,Permanent
2023-03-27,Gujarat,531,260,270,132,292,106,Permanent
2023-03-27,Haryana,892,445,447,223,490,178,Temporary
2023-03-27,Himachal Pradesh,308,156,151,77,169,61,Permanent
2023-03-27,Jharkhand,701,346,355,175,386,140,Permanent
2023-03-27,Karnataka,824,408,415,206,453,164,Permanent
2023-03-27,Kerala,760,366,393,190,418,152,Permanent
2023-03-27,Madhya Pradesh,706,351,355,176,388,141,Permanent
2023-03-27,Maharashtra,559,289,270,139,307,111,Permanent
2023-03-27,Manipur,679,339,340,169,373,135,Temporary
2023-03-27,Meghalaya,714,348,365,178,393,142,Temporary
2023-03-27,Mizoram,448,219,229,112,246,89,Permanent
2023-03-27,Nagaland,610,304,306,152,335,122,Permanent
2023-03-27,Odisha,642,332,309,160,353,128,Permanent
2023-03-27,Punjab,397,190,206,99,218,79,Permanent
2023-03-27,Rajasthan,546,271,274,136,300,109,Permanent
2023-03-27,Sikkim,894,446,447,223,491,178,Temporary
2023-03-27,Tamil Nadu,329,158,170,82,180,65,Permanent
2023-03-27,Telangana,498,248,250,124,274,99,Permanent
2023-03-27,Tripura,584,295,288,146,321,116,Permanent
2023-03-27,Uttar Pradesh,916,462,453,229,503,183,Permanent
2023-03-27,Uttarakhand,632,317,314,158,347,126,Permanent
2023-03-27,West Bengal,730,366,364,182,402,146,Permanent
2023-03-27,Delhi,565,284,281,141,311,113,Permanent
2023-03-27,Jammu and Kashmir,961,469,492,240,528,192,Permanent
2023-03-28,Andhra Pradesh,801,406,394,200,440,160,Permanent
2023-03-28,Arunachal Pradesh,900,464,435,225,495,180,Temporary
2023-03-28,Assam,376,193,182,94,206,75,Permanent
2023-03-28,Bihar,531,272,258,132,292,106,Permanent
2023-03-28,Chhattisgarh,803,417,386,200,441,160,Permanent
2023-03-28,Goa,844,430,413,211,464,168,Permanent
2023-03-28,Gujarat,670,329,340,167,368,134,Permanent
2023-03-28,Haryana,380,193,186,95,209,76,Permanent
2023-03-28,Himachal Pradesh,567,277,289,141,311,113,Temporary
2023-03-28,Jharkhand,837,428,409,209,460,167,Permanent
2023-03-28,Karnataka,376,192,183,94,206,75,Permanent
2023-03-28,Kerala,312,152,159,78,171,62,Permanent
2023-03-28,Madhya Pradesh,1002,489,512,250,551,200,Permanent
2023-03-28,Maharashtra,503,259,243,125,276,100,Temporary
2023-03-28,Manipur,394,190,203,98,216,78,Permanent
2023-03-28,Meghalaya,688,357,330,172,378,137,Permanent
2023-03-28,Mizoram,765,375,389,191,421,153,Permanent
2023-03-28,Nagaland,407,200,206,101,223,81,Temporary
2023-03-28,Odisha,386,192,193,96,212,77,Permanent
2023-03-28,Punjab,1022,494,528,255,562,204,Permanent
2023-03-28,Rajasthan,783,401,381,195,430,156,Temporary
2023-03-28,Sikkim,903,448,455,225,496,180,Permanent
2023-03-28,Tamil Nadu,817,399,417,204,449,163,Temporary
2023-03-28,Telangana,323,158,165,80,177,64,Permanent
2023-03-28,Tripura,747,384,363,186,411,149,Temporary
2023-03-28,Uttar Pradesh,735,379,356,183,404,147,Permanent
2023-03-28,Uttarakhand,970,470,499,242,533,194,Permanent
2023-03-28,West Bengal,440,225,215,110,242,88,Permanent
2023-03-28,Delhi,461,226,235,115,253,92,Permanent
2023-03-28,Jammu and Kashmir,628,306,322,157,345,125,Permanent
2023-03-29,Andhra Pradesh,966,473,493,241,531,193,Permanent
2023-03-29,Arunachal Pradesh,301,152,148,75,165,60,Temporary
2023-03-29,Assam,555,285,270,138,305,111,Permanent
2023-03-29,Bihar,756,371,384,189,416,151,Permanent
2023-03-29,Chhattisgarh,536,267,269,134,295,107,Permanent
2023-03-29,Goa,339,176,163,84,186,67,Permanent
2023-03-29,Gujarat,491,252,238,122,270,98,Permanent
2023-03-29,Haryana,541,266,275,135,297,108,Temporary
2023-03-29,Himachal Pradesh,810,397,413,202,445,162,Permanent
2023-03-29,Jharkhand,618,312,305,154,340,123,Temporary
2023-03-29,Karnataka,504,248,255,126,277,100,Permanent
2023-03-29,Kerala,961,486,474,240,528,192,Permanent
2023-03-29,Madhya Pradesh,473,227,246,118,260,94,Permanent
2023-03-29,Maharashtra,789,388,401,197,434,157,Temporary
2023-03-29,Manipur,681,330,351,170,375,136,Temporary
2023-03-29,Meghalaya,330,166,163,82,181,66,Temporary
2023-03-29,Mizoram,626,301,324,156,344,125,Temporary
2023-03-29,Nagaland,445,223,221,111,244,89,Temporary
2023-03-29,Odisha,625,318,306,156,344,125,Temporary
2023-03-29,Punjab,557,272,284,139,306,111,Permanent
2023-03-29,Rajasthan,637,307,330,159,350,127,Temporary
2023-03-29,Sikkim,681,328,352,170,374,136,Temporary
2023-03-29,Tamil Nadu,679,346,332,169,373,135,Permanent
2023-03-29,Telangana,849,410,438,212,467,169,Permanent
2023-03-29,Tripura,461,229,232,115,253,92,Permanent
2023-03-29,Uttar Pradesh,851,430,420,212,468,170,Permanent
2023-03-29,Uttarakhand,459,221,238,114,252,91,Temporary
2023-03-29,West Bengal,820,400,419,205,451,164,Permanent
2023-03-29,Delhi,878,428,449,219,483,175,Permanent
2023-03-29,Jammu and Kashmir,467,229,238,116,256,93,Permanent
2023-03-30,Andhra Pradesh,954,468,485,238,524,190,Permanent
2023-03-30,Arunachal Pradesh,301,147,154,75,165,60,Permanent
2023-03-30,Assam,887,443,443,221,488,177,Permanent
2023-03-30,Bihar,746,377,368,186,410,149,Permanent
2023-03-30,Chhattisgarh,905,456,449,226,497,181,Permanent
2023-03-30,Goa,952,467,485,238,523,190,Permanent
2023-03-30,Gujarat,906,445,461,226,498,181,Permanent
2023-03-30,Haryana,416,210,205,104,229,83,Permanent
2023-03-30,Himachal Pradesh,277,142,135,69,152,55,Temporary
2023-03-30,Jharkhand,437,215,222,109,240,87,Permanent
2023-03-30,Karnataka,606,295,311,151,333,121,Permanent
2023-03-30,Kerala,291,140,150,72,160,58,Permanent
2023-03-30,Madhya Pradesh,918,462,455,229,505,183,Permanent
2023-03-30,Maharashtra,883,438,445,220,485,176,Temporary
2023-03-30,Manipur,824,424,399,206,453,164,Temporary
2023-03-30,Meghalaya,514,258,256,128,282,102,Permanent
2023-03-30,Mizoram,553,279,273,138,304,110,Permanent
2023-03-30,Nagaland,332,162,170,83,182,66,Temporary
2023-03-30,Odisha,939,468,471,234,516,187,Temporary
2023-03-30,Punjab,511,254,257,127,281,102,Temporary
2023-03-30,Rajasthan,794,412,381,198,436,158,Permanent
2023-03-30,Sikkim,945,464,480,236,519,189,Permanent
2023-03-30,Tamil Nadu,813,398,415,203,447,162,Temporary
2023-03-30,Telangana,348,170,178,87,191,69,Permanent
2023-03-30,Tripura,450,217,233,112,247,90,Temporary
2023-03-30,Uttar Pradesh,279,141,138,69,153,55,Permanent
2023-03-30,Uttarakhand,777,376,400,194,427,155,Permanent
2023-03-30,West Bengal,456,231,224,114,250,91,Permanent
2023-03-30,Delhi,442,222,220,110,243,88,Permanent
2023-03-30,Jammu and Kashmir,782,391,390,195,430,156,Permanent
2023-03-31,Andhra Pradesh,724,352,372,181,398,144,Permanent
2023-03-31,Arunachal Pradesh,893,456,437,223,491,178,Temporary
2023-03-31,Assam,923,443,479,230,507,184,Permanent
2023-03-31,Bihar,328,164,164,82,180,65,Permanent
2023-03-31,Chhattisgarh,511,252,258,127,281,102,Temporary
2023-03-31,Goa,278,144,134,69,153,55,Temporary
2023-03-31,Gujarat,494,242,252,123,271,98,Permanent
2023-03-31,Haryana,515,259,256,128,283,103,Permanent
2023-03-31,Himachal Pradesh,603,291,312,150,332,120,Permanent
2023-03-31,Jharkhand,801,389,411,200,440,160,Temporary
2023-03-31,Karnataka,799,412,387,199,439,159,Temporary
2023-03-31,Kerala,898,447,450,224,494,179,Temporary
2023-03-31,Madhya Pradesh,1052,541,510,263,578,210,Permanent
2023-03-31,Maharashtra,313,153,159,78,172,62,Permanent
2023-03-31,Manipur,777,390,387,194,427,155,Permanent
2023-03-31,Meghalaya,239,116,122,59,131,47,Temporary
2023-03-31,Mizoram,918,447,470,229,504,183,Temporary
2023-03-31,Nagaland,965,492,472,241,531,193,Permanent
2023-03-31,Odisha,289,150,139,72,159,57,Permanent
2023-03-31,Punjab,889,456,433,222,489,177,Temporary
2023-03-31,Rajasthan,520,251,269,130,286,104,Permanent
2023-03-31,Sikkim,867,441,425,216,477,173,Permanent
2023-03-31,Tamil Nadu,936,465,471,234,515,187,Permanent
2023-03-31,Telangana,495,241,254,123,272,99,Permanent
2023-03-31,Tripura,855,432,422,213,470,171,Permanent
2023-03-31,Uttar Pradesh,746,360,385,186,410,149,Temporary
2023-03-31,Uttarakhand,803,386,417,200,441,160,Permanent
2023-03-31,West Bengal,310,159,151,77,170,62,Permanent
2023-03-31,Delhi,643,325,317,160,353,128,Permanent
2023-03-31,Jammu and Kashmir,384,186,197,96,211,76,Permanent
2023-04-01,Andhra Pradesh,233,115,117,58,128,46,Permanent
2023-04-01,Arunachal Pradesh,360,174,185,90,198,72,Permanent
2023-04-01,Assam,502,241,260,125,276,100,Permanent
2023-04-01,Bihar,407,200,206,101,223,81,Permanent
2023-04-01,Chhattisgarh,199,97,101,49,109,39,Permanent
2023-04-01,Goa,573,282,290,143,315,114,Permanent
2023-04-01,Gujarat,191,95,96,47,105,38,Permanent
2023-04-01,Haryana,295,145,150,73,162,59,Permanent
2023-04-01,Himachal Pradesh,190,93,96,47,104,38,Temporary
2023-04-01,Jharkhand,540,260,279,135,297,108,Permanent
2023-04-01,Karnataka,617,313,303,154,339,123,Temporary
2023-04-01,Kerala,416,213,202,104,228,83,Permanent
2023-04-01,Madhya Pradesh,289,140,149,72,159,57,Temporary
2023-04-01,Maharashtra,550,272,278,137,302,110,Permanent
2023-04-01,Manipur,161,81,79,40,88,32,Permanent
2023-04-01,Meghalaya,417,213,204,104,229,83,Permanent
2023-04-01,Mizoram,165,84,80,41,91,33,Permanent
2023-04-01,Nagaland,170,85,84,42,93,34,Temporary
2023-04-01,Odisha,408,206,202,102,224,81,Temporary
2023-04-01,Punjab,488,253,235,122,268,97,Permanent
2023-04-01,Rajasthan,421,215,206,105,231,84,Temporary
2023-04-01,Sikkim,169,87,81,42,92,33,Temporary
2023-04-01,Tamil Nadu,168,83,85,42,92,33,Temporary
2023-04-01,Telangana,355,175,180,88,195,71,Permanent
2023-04-01,Tripura,225,112,113,56,124,45,Temporary
2023-04-01,Uttar Pradesh,375,193,182,93,206,75,Permanent
2023-04-01,Uttarakhand,357,173,184,89,196,71,Temporary
2023-04-01,West Bengal,478,248,230,119,263,95,Permanent
2023-04-01,Delhi,310,151,158,77,170,62,Temporary
2023-04-01,Jammu and Kashmir,552,273,278,138,304,110,Permanent
2023-04-02,Andhra Pradesh,539,270,268,134,296,107,Permanent
2023-04-02,Arunachal Pradesh,307,148,159,76,169,61,Temporary
2023-04-02,Assam,239,121,117,59,131,47,Permanent
2023-04-02,Bihar,187,95,91,46,103,37,Permanent
2023-04-02,Chhattisgarh,303,156,147,75,167,60,Permanent
2023-04-02,Goa,409,211,197,102,225,81,Permanent
2023-04-02,Gujarat,590,289,301,147,324,118,Permanent
2023-04-02,Haryana,226,117,109,56,124,45,Permanent
2023-04-02,Himachal Pradesh,549,268,281,137,302,109,Permanent
2023-04-02,Jharkhand,302,155,147,75,166,60,Permanent
2023-04-02,Karnataka,384,187,197,96,211,76,Permanent
2023-04-02,Kerala,272,134,138,68,149,54,Permanent
2023-04-02,Madhya Pradesh,225,111,114,56,124,45,Permanent
2023-04-02,Maharashtra,423,208,214,105,232,84,Permanent
2023-04-02,Manipur,518,257,261,129,285,103,Permanent
2023-04-02,Meghalaya,397,202,195,99,218,79,Permanent
2023-04-02,Mizoram,378,183,194,94,207,75,Temporary
2023-04-02,Nagaland,571,278,292,142,314,114,Temporary
2023-04-02,Odisha,410,202,208,102,225,82,Temporary
2023-04-02,Punjab,363,181,181,90,199,72,Permanent
2023-04-02,Rajasthan,354,175,179,88,195,70,Temporary
2023-04-02,Sikkim,234,119,114,58,128,46,Temporary
2023-04-02,Tamil Nadu,521,267,253,130,286,104,Temporary
2023-04-02,Telangana,564,272,291,141,310,112,Permanent
2023-04-02,Tripura,522,263,258,130,287,104,Permanent
2023-04-02,Uttar Pradesh,462,234,227,115,254,92,Permanent
2023-04-02,Uttarakhand,415,205,209,103,228,83,Temporary
2023-04-02,West Bengal,395,195,199,98,217,79,Temporary
2023-04-02,Delhi,359,176,183,89,197,71,Permanent
2023-04-02,Jammu and Kashmir,216,105,110,54,118,43,Permanent
2023-04-03,Andhra Pradesh,669,332,337,167,368,133,Permanent
2023-04-03,Arunachal Pradesh,731,373,358,182,402,146,Permanent
2023-04-03,Assam,821,414,407,205,451,164,Temporary
2023-04-03,Bihar,633,313,319,158,348,126,Permanent
2023-04-03,Chhattisgarh,637,323,313,159,350,127,Permanent
2023-04-03,Goa,1037,511,525,259,570,207,Permanent
2023-04-03,Gujarat,354,177,176,88,194,70,Permanent
2023-04-03,Haryana,542,262,279,135,298,108,Temporary
2023-04-03,Himachal Pradesh,331,169,162,82,182,66,Permanent
2023-04-03,Jharkhand,906,460,445,226,498,181,Permanent
2023-04-03,Karnataka,799,408,391,199,439,159,Temporary
2023-04-03,Kerala,553,283,270,138,304,110,Permanent
2023-04-03,Madhya Pradesh,384,190,193,96,211,76,Permanent
2023-04-03,Maharashtra,737,380,356,184,405,147,Permanent
2023-04-03,Manipur,655,315,339,163,360,131,Permanent
2023-04-03,Meghalaya,291,145,145,72,160,58,Permanent
2023-04-03,Mizoram,1012,499,512,253,556,202,Permanent
2023-04-03,Nagaland,315,162,152,78,173,63,Temporary
2023-04-03,Odisha,686,354,331,171,377,137,Temporary
2023-04-03,Punjab,326,163,162,81,179,65,Permanent
2023-04-03,Rajasthan,315,155,159,78,173,63,Temporary
2023-04-03,Sikkim,725,351,374,181,399,145,Permanent
2023-04-03,Tamil Nadu,596,309,286,149,328,119,Permanent
2023-04-03,Telangana,400,199,201,100,220,80,Temporary
2023-04-03,Tripura,646,310,335,161,355,129,Permanent
2023-04-03,Uttar Pradesh,986,491,494,246,542,197,Temporary
2023-04-03,Uttarakhand,365,187,177,91,200,73,Permanent
2023-04-03,West Bengal,667,327,339,166,367,133,Permanent
2023-04-03,Delhi,615,314,301,153,338,123,Temporary
2023-04-03,Jammu and Kashmir,605,301,303,151,332,121,Permanent
2023-04-04,Andhra Pradesh,738,378,359,184,405,147,Permanent
2023-04-04,Arunachal Pradesh,385,199,185,96,211,77,Temporary
2023-04-04,Assam,901,452,448,225,495,180,Permanent
2023-04-04,Bihar,841,420,420,210,462,168,Permanent
2023-04-04,Chhattisgarh,687,339,347,171,377,137,Permanent
2023-04-04,Goa,627,308,318,156,345,125,Permanent
2023-04-04,Gujarat,513,260,252,128,282,102,Permanent
2023-04-04,Haryana,847,434,413,211,466,169,Permanent
2023-04-04,Himachal Pradesh,769,393,376,192,423,153,Permanent
2023-04-04,Jharkhand,484,237,247,121,266,96,Permanent
2023-04-04,Karnataka,882,458,424,220,485,176,Permanent
2023-04-04,Kerala,577,294,282,144,317,115,Permanent
2023-04-04,Madhya Pradesh,634,322,312,158,349,126,Permanent
2023-04-04,Maharashtra,855,414,440,213,470,171,Permanent
2023-04-04,Manipur,789,392,397,197,434,157,Permanent
2023-04-04,Meghalaya,552,282,270,138,303,110,Permanent
2023-04-04,Mizoram,289,139,150,72,159,57,Temporary
2023-04-04,Nagaland,404,200,203,101,222,80,Temporary
2023-04-04,Odisha,623,310,312,155,342,124,Permanent
2023-04-04,Punjab,775,388,386,193,426,155,Permanent
2023-04-04,Rajasthan,253,123,130,63,139,50,Permanent
2023-04-04,Sikkim,415,206,208,103,228,83,Permanent
2023-04-04,Tamil Nadu,251,126,125,62,138,50,Temporary
2023-04-04,Telangana,693,354,339,173,381,138,Permanent
2023-04-04,Tripura,803,414,388,200,442,160,Temporary
2023-04-04,Uttar Pradesh,652,337,314,163,358,130,Permanent
2023-04-04,Uttarakhand,342,171,171,85,188,68,Permanent
2023-04-04,West Bengal,522,258,264,130,287,104,Temporary
2023-04-04,Delhi,588,290,297,147,323,117,Permanent
2023-04-04,Jammu and Kashmir,896,446,450,224,493,179,Permanent
2023-04-05,Andhra Pradesh,641,316,325,160,353,128,Permanent
2023-04-05,Arunachal Pradesh,837,422,414,209,460,167,Permanent
2023-04-05,Assam,651,315,335,162,358,130,Permanent
2023-04-05,Bihar,825,409,415,206,453,165,Permanent
2023-04-05,Chhattisgarh,997,485,512,249,548,199,Permanent
2023-04-05,Goa,673,341,331,168,370,134,Temporary
2023-04-05,Gujarat,437,217,219,109,240,87,Temporary
2023-04-05,Haryana,844,437,407,211,464,168,Permanent
2023-04-05,Himachal Pradesh,422,213,208,105,232,84,Permanent
2023-04-05,Jharkhand,295,147,147,73,162,59,Temporary
2023-04-05,Karnataka,620,303,317,155,341,124,Permanent
2023-04-05,Kerala,674,325,348,168,370,134,Permanent
2023-04-05,Madhya Pradesh,984,505,478,246,541,196,Permanent
2023-04-05,Maharashtra,745,366,379,186,410,149,Temporary
2023-04-05,Manipur,324,167,157,81,178,64,Permanent
2023-04-05,Meghalaya,739,373,365,184,406,147,Temporary
2023-04-05,Mizoram,302,154,147,75,166,60,Permanent
2023-04-05,Nagaland,638,320,318,159,351,127,Permanent
2023-04-05,Odisha,375,189,186,93,206,75,Permanent
2023-04-05,Punjab,572,294,277,143,314,114,Temporary
2023-04-05,Rajasthan,333,169,163,83,183,66,Permanent
2023-04-05,Sikkim,725,348,376,181,399,145,Permanent
2023-04-05,Tamil Nadu,307,156,151,76,169,61,Permanent
2023-04-05,Telangana,774,390,383,193,426,154,Permanent
2023-04-05,Tripura,950,469,481,237,522,190,Permanent
2023-04-05,Uttar Pradesh,556,275,280,139,306,111,Permanent
2023-04-05,Uttarakhand,404,196,208,101,222,80,Permanent
2023-04-05,West Bengal,487,243,244,121,268,97,Permanent
2023-04-05,Delhi,693,348,344,173,381,138,Permanent
2023-04-05,Jammu and Kashmir,268,131,137,67,147,53,Permanent
2023-04-06,Andhra Pradesh,955,474,480,238,525,191,Permanent
2023-04-06,Arunachal Pradesh,373,192,180,93,205,74,Permanent
2023-04-06,Assam,432,222,209,108,237,86,Permanent
2023-04-06,Bihar,703,352,351,175,386,140,Permanent
2023-04-06,Chhattisgarh,381,190,191,95,209,76,Temporary
2023-04-06,Goa,543,277,265,135,298,108,Permanent
2023-04-06,Gujarat,262,134,127,65,144,52,Temporary
2023-04-06,Haryana,1013,514,498,253,557,202,Temporary
2023-04-06,Himachal Pradesh,732,376,355,183,402,146,Temporary
2023-04-06,Jharkhand,408,199,208,102,224,81,Permanent
2023-04-06,Karnataka,433,217,216,108,238,86,Permanent
2023-04-06,Kerala,603,290,312,150,332,120,Permanent
2023-04-06,Madhya Pradesh,713,345,368,178,392,142,Temporary
2023-04-06,Maharashtra,527,260,267,131,290,105,Permanent
2023-04-06,Manipur,592,288,304,148,325,118,Temporary
2023-04-06,Meghalaya,629,307,321,157,345,125,Permanent
2023-04-06,Mizoram,905,443,462,226,498,181,Permanent
2023-04-06,Nagaland,511,258,252,127,281,102,Permanent
2023-04-06,Odisha,550,272,277,137,302,110,Temporary
2023-04-06,Punjab,774,400,374,193,426,154,Permanent
2023-04-06,Rajasthan,811,406,404,202,446,162,Temporary
2023-04-06,Sikkim,311,160,151,77,171,62,Temporary
2023-04-06,Tamil Nadu,1107,533,574,276,609,221,Permanent
2023-04-06,Telangana,536,261,274,134,294,107,Permanent
2023-04-06,Tripura,934,465,468,233,513,186,Permanent
2023-04-06,Uttar Pradesh,677,352,325,169,372,135,Permanent
2023-04-06,Uttarakhand,669,326,343,167,368,133,Temporary
2023-04-06,West Bengal,464,223,240,116,255,92,Permanent
2023-04-06,Delhi,411,212,198,102,226,82,Temporary
2023-04-06,Jammu and Kashmir,401,203,198,100,220,80,Temporary
2023-04-07,Andhra Pradesh,677,333,344,169,372,135,Permanent
2023-04-07,Arunachal Pradesh,686,329,357,171,377,137,Permanent
2023-04-07,Assam,539,269,269,134,296,107,Permanent
2023-04-07,Bihar,724,374,349,181,398,144,Temporary
2023-04-07,Chhattisgarh,934,476,458,233,514,186,Permanent
2023-04-07,Goa,899,456,442,224,494,179,Permanent
2023-04-07,Gujarat,474,235,239,118,261,94,Temporary
2023-04-07,Haryana,585,296,289,146,322,117,Permanent
2023-04-07,Himachal Pradesh,761,367,394,190,418,152,Temporary
2023-04-07,Jharkhand,735,358,377,183,404,147,Temporary
2023-04-07,Karnataka,256,128,127,64,140,51,Temporary
